metrics	av_accuracy	av_time	accuracy	time
['5' 'equal' 'majority_class' 'minkowski']	0.9350627746319603	0.8445599555969239	"[0.944      0.93121693 0.94164456 0.92572944 0.93915344 0.92592593
 0.92063492 0.93121693 0.94429708 0.94680851]"	"[0.78824496 0.80766273 0.85537601 1.10545802 0.79751492 0.79073715
 0.78523612 0.77970791 0.87266374 0.86299801]"
['5' 'equal' 'majority_class' 'euclidean']	0.9334719494602842	0.8864114999771118	"[0.94133333 0.93121693 0.94164456 0.92838196 0.93650794 0.91798942
 0.91798942 0.93386243 0.94164456 0.94414894]"	"[0.95734143 0.77436352 0.78092694 1.10778403 0.8061595  0.9231739
 0.78593755 0.95006466 0.86801505 0.91034842]"
['5' 'equal' 'majority_class' 'chebyshev']	0.9308194146062085	10.5215913772583	"[0.93866667 0.93121693 0.94164456 0.92572944 0.93386243 0.92328042
 0.91798942 0.92328042 0.93103448 0.94148936]"	"[10.20157266 10.18865705  9.9496665  10.57284498 10.58182812 11.87113357
  9.52446938 10.71385455 10.91817164 10.69371533]"
['5' 'equal' 'inverse_distance' 'minkowski']	0.4169776214275114	0.8422727346420288	"[0.42933333 0.4021164  0.39522546 0.45623342 0.42857143 0.41269841
 0.39153439 0.49470899 0.48275862 0.27659574]"	"[0.77535939 0.78595448 0.79253292 0.78697228 0.78086805 0.99365115
 0.93653107 0.76430941 1.03791118 0.76863742]"
['5' 'equal' 'inverse_distance' 'euclidean']	0.39230393751244813	0.7819504261016845	"[0.34933333 0.39153439 0.38461538 0.44827586 0.38624339 0.38624339
 0.38624339 0.43915344 0.47480106 0.27659574]"	"[0.75221777 0.76291561 0.76205707 0.77061892 0.7859776  0.8117826
 0.79634571 0.77240801 0.78337932 0.82180166]"
['5' 'equal' 'inverse_distance' 'chebyshev']	0.3772409365070407	10.271896457672119	"[0.38933333 0.42592593 0.37400531 0.40848806 0.37566138 0.35185185
 0.34920635 0.39417989 0.3872679  0.31648936]"	"[ 9.77766395 10.67552042 10.9896245  10.19605136  9.91640472  9.71511817
 10.05980206 10.2920506  10.7673192  10.3294096 ]"
['5' 'equal' 'sheppard_work' 'minkowski']	0.4169776214275114	0.8647864818572998	"[0.42933333 0.4021164  0.39522546 0.45623342 0.42857143 0.41269841
 0.39153439 0.49470899 0.48275862 0.27659574]"	"[0.83936357 0.95026326 1.07140088 0.91070056 0.89743638 0.77257872
 0.90710211 0.77692151 0.75929523 0.7628026 ]"
['5' 'equal' 'sheppard_work' 'euclidean']	0.39230393751244813	0.8610674142837524	"[0.34933333 0.39153439 0.38461538 0.44827586 0.38624339 0.38624339
 0.38624339 0.43915344 0.47480106 0.27659574]"	"[0.77908492 0.77805877 0.83368754 1.03671551 0.79121709 0.8094151
 0.79361367 0.80096793 1.05369711 0.9342165 ]"
['5' 'equal' 'sheppard_work' 'chebyshev']	0.3777707387609809	10.14055507183075	"[0.38933333 0.42592593 0.37400531 0.41114058 0.37566138 0.35185185
 0.35185185 0.39417989 0.3872679  0.31648936]"	"[ 9.69602203  9.54517579  9.37832761 10.26411629 10.1882093  10.39530325
 10.67853594 10.69557142 10.78704333  9.77724576]"
['5' 'mutual_info' 'majority_class' 'minkowski']	0.9594435809645642	0.9156849145889282	"[0.95466667 0.95238095 0.95490716 0.96551724 0.96825397 0.96296296
 0.95238095 0.94179894 0.97082228 0.97074468]"	"[0.79515028 1.09171104 1.10163736 0.79535985 0.80075002 0.89557266
 0.9369247  1.10813665 0.787462   0.84414458]"
['5' 'mutual_info' 'majority_class' 'euclidean']	0.9642139364046187	0.8812150239944458	"[0.96533333 0.95767196 0.96816976 0.96551724 0.97354497 0.96296296
 0.96031746 0.94973545 0.97877984 0.96010638]"	"[1.05418253 0.90271258 0.86357403 0.83728337 0.80041289 0.79946756
 0.8338058  0.80385208 0.80882978 1.1080296 ]"
['5' 'mutual_info' 'majority_class' 'chebyshev']	0.9634266235299984	10.28804452419281	"[0.96533333 0.95502646 0.9602122  0.96551724 0.96296296 0.94973545
 0.96825397 0.95238095 0.97877984 0.97606383]"	"[10.19064212 11.16302061 10.66156554 10.465734   10.54706264 11.05750084
 10.03725863  9.57757258  9.60238218  9.5777061 ]"
['5' 'mutual_info' 'inverse_distance' 'minkowski']	0.6089165071063823	0.786592960357666	"[0.61066667 0.62962963 0.6127321  0.62599469 0.57936508 0.66402116
 0.64285714 0.53703704 0.74005305 0.44680851]"	"[0.76462603 0.77795076 0.76184249 0.76109004 0.76247144 0.76754761
 0.77446628 0.76434684 0.77999878 0.95158935]"
['5' 'mutual_info' 'inverse_distance' 'euclidean']	0.6335597921819491	0.7661212921142578	"[0.62666667 0.65608466 0.63129973 0.66578249 0.67989418 0.61375661
 0.65079365 0.61111111 0.72148541 0.4787234 ]"	"[0.76276422 0.7662394  0.76759148 0.76986814 0.77255487 0.76685214
 0.76278877 0.76553535 0.76514006 0.76187849]"
['5' 'mutual_info' 'inverse_distance' 'chebyshev']	0.6190082627054747	10.12746102809906	"[0.664      0.46560847 0.60212202 0.63660477 0.66137566 0.66402116
 0.67460317 0.66666667 0.68965517 0.46542553]"	"[ 9.47201157  9.65885067  9.59333706  9.68819904  9.693784    9.93580508
 11.3333745  10.46668673 11.0411489  10.39141273]"
['5' 'mutual_info' 'sheppard_work' 'minkowski']	0.6333403169287982	0.8932891130447388	"[0.66133333 0.55555556 0.67374005 0.58885942 0.58201058 0.64814815
 0.67195767 0.66402116 0.79575597 0.49202128]"	"[0.78297281 0.7826941  0.76386452 0.94254303 0.95940375 0.98064637
 1.09116364 0.84484863 0.92411399 0.86064029]"
['5' 'mutual_info' 'sheppard_work' 'euclidean']	0.5980623621969182	0.7752299070358276	"[0.65866667 0.53703704 0.66047745 0.50397878 0.60846561 0.57142857
 0.66931217 0.63492063 0.73740053 0.39893617]"	"[0.77289176 0.77130795 0.80629349 0.77644849 0.76928496 0.76528478
 0.76858115 0.77426004 0.77385092 0.77409554]"
['5' 'mutual_info' 'sheppard_work' 'chebyshev']	0.6255668431728593	10.56437087059021	"[0.56       0.57142857 0.65251989 0.68435013 0.72222222 0.66931217
 0.71164021 0.52116402 0.70026525 0.46276596]"	"[ 9.55298352  9.59049535  9.69760108  9.72767591 11.3323319  11.97230506
 11.1986897  12.72527432 10.2839036   9.56244826]"
['5' 'relief' 'majority_class' 'minkowski']	0.935853607298655	0.7911771059036254	"[0.94133333 0.93386243 0.94164456 0.92572944 0.94179894 0.92592593
 0.92857143 0.93121693 0.94164456 0.94680851]"	"[1.00037336 0.86506033 0.75654769 0.76870775 0.7553966  0.74864244
 0.76217318 0.75161958 0.75544024 0.74780989]"
['5' 'relief' 'majority_class' 'euclidean']	0.9345294450610666	0.9734278440475463	"[0.94133333 0.93121693 0.94429708 0.92838196 0.93915344 0.92328042
 0.92857143 0.92592593 0.94164456 0.94148936]"	"[1.170084   0.82802153 0.88400126 0.83006454 1.16107011 1.09219742
 0.85918927 1.24497843 0.87896848 0.78570342]"
['5' 'relief' 'majority_class' 'chebyshev']	0.9305499410700436	9.848911690711976	"[0.93866667 0.93386243 0.93633952 0.92838196 0.93915344 0.92328042
 0.91798942 0.92328042 0.93103448 0.93351064]"	"[ 9.57949352  9.43639493  9.42228723  9.35558558  9.47773933  9.64421558
 10.93327475  9.98856401 10.93562579  9.71593618]"
['5' 'relief' 'inverse_distance' 'minkowski']	0.4206545399058972	0.7832080602645874	"[0.408      0.4021164  0.39522546 0.45888594 0.45502646 0.47619048
 0.41798942 0.45238095 0.48541114 0.25531915]"	"[0.77571487 0.78672647 0.77685833 0.79631305 0.80341673 0.80400467
 0.79910707 0.76099324 0.75257134 0.77637482]"
['5' 'relief' 'inverse_distance' 'euclidean']	0.3848501639497971	0.8136477470397949	"[0.344      0.42328042 0.3872679  0.36339523 0.4021164  0.4047619
 0.38095238 0.44708995 0.4403183  0.25531915]"	"[0.80389476 0.9023056  0.79658294 0.76347494 0.81609678 0.82019567
 0.8305099  0.79635859 0.79797888 0.80907941]"
['5' 'relief' 'inverse_distance' 'chebyshev']	0.3705672226417641	10.104672598838807	"[0.31466667 0.43915344 0.37931034 0.39522546 0.32539683 0.36507937
 0.37830688 0.4021164  0.3872679  0.31914894]"	"[ 9.36683631  9.66634727  9.93816781 11.26662922  9.91179037  9.88167453
 10.18550515  9.98390508 10.67482376 10.1710465 ]"
['5' 'relief' 'sheppard_work' 'minkowski']	0.4206545399058972	0.7835227251052856	"[0.408      0.4021164  0.39522546 0.45888594 0.45502646 0.47619048
 0.41798942 0.45238095 0.48541114 0.25531915]"	"[0.77440357 0.79056096 0.77530456 0.78670526 0.78176808 0.82682681
 0.75863004 0.76587725 0.7910893  0.78406143]"
['5' 'relief' 'sheppard_work' 'euclidean']	0.3848501639497971	0.7845809936523438	"[0.344      0.42328042 0.3872679  0.36339523 0.4021164  0.4047619
 0.38095238 0.44708995 0.4403183  0.25531915]"	"[0.75502634 0.76548457 0.76536441 0.81031585 0.78208518 0.77742767
 0.79535913 0.82182765 0.7863512  0.78656793]"
['5' 'relief' 'sheppard_work' 'chebyshev']	0.37242399779509094	9.868884992599487	"[0.31733333 0.43915344 0.38196286 0.4005305  0.32804233 0.36507937
 0.37830688 0.4047619  0.38992042 0.31914894]"	"[ 9.50375557  9.77239299  9.68916655  9.92217779 10.25311804 10.20223594
  9.94700098  9.85310221  9.88131213  9.66458774]"
['7' 'equal' 'majority_class' 'minkowski']	0.9353188667830634	0.7853496313095093	"[0.936      0.93650794 0.93633952 0.92838196 0.93650794 0.92857143
 0.93121693 0.93121693 0.94429708 0.94414894]"	"[0.79965901 0.80483627 0.78763437 0.79516912 0.78319526 0.77425432
 0.79199171 0.79789591 0.75943875 0.75942159]"
['7' 'equal' 'majority_class' 'euclidean']	0.9339961154603122	0.7777796268463135	"[0.936      0.93121693 0.93899204 0.93103448 0.93650794 0.92592593
 0.92592593 0.93121693 0.93899204 0.94414894]"	"[0.77552247 0.77668762 0.7821281  0.75577998 0.7626152  0.76595449
 0.79020882 0.79696631 0.77833486 0.79359841]"
['7' 'equal' 'majority_class' 'chebyshev']	0.9324052977836544	9.688390874862671	"[0.936      0.93121693 0.94164456 0.93103448 0.93121693 0.92592593
 0.92328042 0.93121693 0.933687   0.93882979]"	"[ 9.47046328  9.54424095  9.56823564  9.41676974 10.02098322 10.16027212
  9.75244093  9.73111153  9.58238387  9.63700747]"
['7' 'equal' 'inverse_distance' 'minkowski']	0.38566348179143484	0.774336838722229	"[0.352      0.38095238 0.37400531 0.43501326 0.41798942 0.41269841
 0.38624339 0.3994709  0.4535809  0.24468085]"	"[0.76936245 0.76494312 0.78648782 0.76631188 0.77296424 0.77137089
 0.7822113  0.77359867 0.78799915 0.76811886]"
['7' 'equal' 'inverse_distance' 'euclidean']	0.3708374768244174	0.7700492858886718	"[0.36266667 0.4021164  0.35543767 0.40583554 0.37830688 0.39417989
 0.32539683 0.40740741 0.43766578 0.2393617 ]"	"[0.79355574 0.79788065 0.76359677 0.76473141 0.76146197 0.76534796
 0.76505709 0.76719618 0.76400304 0.75766206]"
['7' 'equal' 'inverse_distance' 'chebyshev']	0.355225678381291	9.971753787994384	"[0.39466667 0.43386243 0.32095491 0.37931034 0.37566138 0.34920635
 0.32804233 0.37037037 0.33156499 0.26861702]"	"[ 9.58098006  9.35666537  9.48589683 10.14634538 10.51409602  9.87968326
 10.02197838  9.73111153 10.24178767 10.75899339]"
['7' 'equal' 'sheppard_work' 'minkowski']	0.38566348179143484	0.8571599960327149	"[0.352      0.38095238 0.37400531 0.43501326 0.41798942 0.41269841
 0.38624339 0.3994709  0.4535809  0.24468085]"	"[1.02337217 0.91178536 0.94585085 0.93804026 0.80832076 0.77535272
 0.76806831 0.79271197 0.80891061 0.79918694]"
['7' 'equal' 'sheppard_work' 'euclidean']	0.3708374768244174	0.8141319036483765	"[0.36266667 0.4021164  0.35543767 0.40583554 0.37830688 0.39417989
 0.32539683 0.40740741 0.43766578 0.2393617 ]"	"[0.79493022 0.76872158 0.81327152 0.763237   0.76666474 0.76236033
 0.766397   0.9191227  0.89995289 0.88666105]"
['7' 'equal' 'sheppard_work' 'chebyshev']	0.35654983315372163	10.072538900375367	"[0.39466667 0.43386243 0.32625995 0.37931034 0.37566138 0.34920635
 0.33068783 0.37566138 0.33156499 0.26861702]"	"[11.08686376  9.91761184  9.72413397 10.56447911  9.26202917  9.21229219
  9.94288325 10.98937273  9.86887217 10.15685081]"
['7' 'mutual_info' 'majority_class' 'minkowski']	0.9628869672079503	0.8672916412353515	"[0.96       0.96296296 0.95490716 0.95755968 0.97354497 0.96560847
 0.95238095 0.95238095 0.97877984 0.97074468]"	"[1.00487471 1.13204741 0.7642293  0.85212016 0.77947879 0.89242721
 0.75472355 0.75705957 0.80100012 0.9349556 ]"
['7' 'mutual_info' 'majority_class' 'euclidean']	0.9634181916341857	0.803114366531372	"[0.96533333 0.95502646 0.96286472 0.9602122  0.97354497 0.96560847
 0.96825397 0.94973545 0.96551724 0.96808511]"	"[0.78132343 0.77060699 0.82622838 0.78892303 0.78214478 0.77927279
 0.88512158 0.85926938 0.76022315 0.79803014]"
['7' 'mutual_info' 'majority_class' 'chebyshev']	0.9620996581256301	9.740510201454162	"[0.96533333 0.95502646 0.9602122  0.9602122  0.96560847 0.94708995
 0.96560847 0.95502646 0.9734748  0.97340426]"	"[ 9.93370557 10.22080088  9.73669362  9.45770454  9.7994864   9.73773623
  9.81194687  9.57881308  9.61575413  9.51246071]"
['7' 'mutual_info' 'inverse_distance' 'minkowski']	0.5988869072179417	0.7588642597198486	"[0.62933333 0.6005291  0.62599469 0.56498674 0.6984127  0.47619048
 0.65608466 0.52380952 0.71352785 0.5       ]"	"[0.75395846 0.75783443 0.75723839 0.75509596 0.7635119  0.76139665
 0.76326156 0.75524473 0.76378846 0.75731206]"
['7' 'mutual_info' 'inverse_distance' 'euclidean']	0.6124281400917498	0.760426139831543	"[0.64       0.54232804 0.65251989 0.61803714 0.64285714 0.53439153
 0.67989418 0.52910053 0.78249337 0.50265957]"	"[0.75622725 0.76227927 0.75715327 0.75891757 0.76238656 0.76232362
 0.76041889 0.76668644 0.76142955 0.75643897]"
['7' 'mutual_info' 'inverse_distance' 'chebyshev']	0.589571338033994	9.709990406036377	"[0.608      0.57407407 0.55172414 0.67904509 0.63227513 0.55291005
 0.67724868 0.53703704 0.64190981 0.44148936]"	"[9.49433422 9.72019362 9.61975527 9.73220563 9.63946319 9.72581124
 9.75675416 9.76823449 9.88364577 9.75950646]"
['7' 'mutual_info' 'sheppard_work' 'minkowski']	0.617356733736631	0.7615620613098144	"[0.584      0.62698413 0.70291777 0.59681698 0.6031746  0.67989418
 0.63756614 0.62698413 0.67374005 0.44148936]"	"[0.76102281 0.76150012 0.75773811 0.76359487 0.76594567 0.7628181
 0.76333094 0.75816655 0.76028037 0.76122308]"
['7' 'mutual_info' 'sheppard_work' 'euclidean']	0.6132274307823098	0.7652887344360352	"[0.63733333 0.3968254  0.63660477 0.71618037 0.67195767 0.57142857
 0.71693122 0.57936508 0.67639257 0.52925532]"	"[0.7573719  0.76200914 0.76322484 0.790344   0.76757884 0.7635591
 0.76227021 0.76311851 0.76288891 0.76052189]"
['7' 'mutual_info' 'sheppard_work' 'chebyshev']	0.6089686366621069	9.52242090702057	"[0.64266667 0.57671958 0.66843501 0.60212202 0.64021164 0.55291005
 0.60846561 0.58994709 0.71352785 0.49468085]"	"[9.22539139 9.4918685  9.50308132 9.65498829 9.50380135 9.58282256
 9.44095445 9.53390956 9.6336062  9.65378547]"
['7' 'relief' 'majority_class' 'minkowski']	0.9355834170476138	0.7808660745620728	"[0.936      0.93650794 0.93633952 0.93103448 0.93915344 0.92592593
 0.93121693 0.93386243 0.94164456 0.94414894]"	"[0.80612087 0.77169704 0.76448011 0.79881239 0.81273293 0.76576209
 0.77054667 0.79449606 0.76235032 0.76166224]"
['7' 'relief' 'majority_class' 'euclidean']	0.9339968246801703	0.7666839838027955	"[0.93866667 0.93121693 0.94164456 0.93103448 0.93650794 0.92592593
 0.93121693 0.92592593 0.93633952 0.94148936]"	"[0.7590158  0.76428485 0.76974845 0.76280665 0.77200699 0.76861405
 0.76693606 0.76660657 0.76964164 0.76717877]"
['7' 'relief' 'majority_class' 'chebyshev']	0.9324038906013961	9.42068407535553	"[0.936      0.93121693 0.93899204 0.93103448 0.93650794 0.92063492
 0.92857143 0.92857143 0.93633952 0.93617021]"	"[9.34967399 9.54322124 9.55064225 9.55126357 9.64400721 9.30133271
 9.36719751 9.34953117 9.27728844 9.27268267]"
['7' 'relief' 'inverse_distance' 'minkowski']	0.3822088492578588	0.7673053503036499	"[0.344      0.37037037 0.37665782 0.44297082 0.38359788 0.42592593
 0.37301587 0.44708995 0.41909814 0.2393617 ]"	"[0.74859357 0.75399375 0.75657845 0.75567412 0.88249564 0.7575984
 0.75493169 0.75288153 0.7564106  0.75389576]"
['7' 'relief' 'inverse_distance' 'euclidean']	0.36204249003625383	0.7567866563796997	"[0.30666667 0.37301587 0.35809019 0.3872679  0.35978836 0.40740741
 0.37037037 0.41798942 0.42440318 0.21542553]"	"[0.75638485 0.75550342 0.75594687 0.7596724  0.75970984 0.75715613
 0.75582385 0.75867414 0.75486374 0.75413132]"
['7' 'relief' 'inverse_distance' 'chebyshev']	0.3459050284706191	9.387952542304992	"[0.312      0.43915344 0.34482759 0.35278515 0.33862434 0.39417989
 0.28042328 0.38359788 0.33952255 0.27393617]"	"[9.13057542 9.347224   9.35302234 9.46922421 9.54451632 9.37763643
 9.35143256 9.42642355 9.43497038 9.44450021]"
['7' 'relief' 'sheppard_work' 'minkowski']	0.3822088492578588	0.758577561378479	"[0.344      0.37037037 0.37665782 0.44297082 0.38359788 0.42592593
 0.37301587 0.44708995 0.41909814 0.2393617 ]"	"[0.75404787 0.78535461 0.75439525 0.7561605  0.75475192 0.7612946
 0.75725555 0.75570512 0.75325704 0.75355315]"
['7' 'relief' 'sheppard_work' 'euclidean']	0.36204249003625383	0.7610055685043335	"[0.30666667 0.37301587 0.35809019 0.3872679  0.35978836 0.40740741
 0.37037037 0.41798942 0.42440318 0.21542553]"	"[0.74997354 0.76348495 0.7594676  0.75806737 0.76177645 0.75767851
 0.76391935 0.76077151 0.75794888 0.77696753]"
['7' 'relief' 'sheppard_work' 'chebyshev']	0.34829160587788616	9.379988622665405	"[0.31466667 0.44179894 0.35013263 0.35543767 0.34126984 0.39153439
 0.28042328 0.38888889 0.34482759 0.27393617]"	"[ 9.11614585  9.31293249  9.39785242  9.31231976  9.23806763  9.33278251
  9.36295557  9.39467263 10.04103541  9.29112196]"
